DATE,CS_Index_Value,Year,Month,Per_Capita_GDP,working_age_pop,Houses,CPI,Unemployment_Rate,EmpRate,Cons_Material,FEDFUNDS,urban_pop_us,Num_Households,median_income,Subsidy,old_age_pop
2021-01-01,239.738,2021,1,63418.0,205133300.0,4.1,262.639,6.4,57.4,256.4,0.09,82.9,129224,79260,45.299,16.5
2021-02-01,242.477,2021,2,63739.666666666664,205103600.0,4.8,263.573,6.2,57.6,264.6,0.08,82.9,129224,79260,45.299,16.5
2021-03-01,245.546,2021,3,64061.333333333336,205092400.0,4.3,264.847,6.1,57.7,276.7,0.07,82.9,129224,79260,45.299,16.5
2021-04-01,249.078,2021,4,64383.0,205464000.0,4.6,266.625,6.1,57.9,291.8,0.07,82.9,129224,79260,45.299,16.5
2021-05-01,253.251,2021,5,64538.666666666664,205627700.0,5.5,268.404,5.8,58.0,305.9,0.06,82.9,129224,79260,45.299,16.5
2021-06-01,258.018,2021,6,64694.333333333336,205388500.0,6.0,270.71,5.9,58.1,315.7,0.08,82.9,129224,79260,45.299,16.5
2021-07-01,262.384,2021,7,64850.0,205305800.0,6.0,271.965,5.4,58.4,313.542,0.1,82.9,129224,79260,45.299,16.5
2021-08-01,266.583,2021,8,65208.333333333336,205311000.0,6.6,272.752,5.1,58.6,313.083,0.09,82.9,129224,79260,45.299,16.5
2021-09-01,270.153,2021,9,65566.66666666667,205484900.0,6.2,273.942,4.7,58.8,317.136,0.08,82.9,129224,79260,45.299,16.5
2021-10-01,273.61400000000003,2021,10,65925.0,205374500.0,6.8,276.528,4.5,59.0,322.12,0.08,82.9,129224,79260,45.299,16.5
2021-11-01,277.377,2021,11,65844.66666666667,205394900.0,5.9,278.824,4.2,59.4,328.94,0.08,82.9,129224,79260,45.299,16.5
2021-12-01,281.623,2021,12,65764.33333333333,205393100.0,5.6,280.806,3.9,59.5,335.032,0.08,82.9,129224,79260,45.299,16.5
2022-01-01,286.305,2022,1,65684.0,207040600.0,5.8,282.542,4.0,59.7,345.742,0.08,83.1,131202,77540,48.021,16.9
2022-02-01,291.362,2022,2,65666.33333333333,206923900.0,6.0,284.525,3.8,59.8,343.583,0.08,83.1,131202,77540,48.021,16.9
2022-03-01,296.534,2022,3,65648.66666666667,206784900.0,6.8,287.467,3.7,60.1,345.852,0.2,83.1,131202,77540,48.021,16.9
2022-04-01,300.42400000000004,2022,4,65631.0,206910500.0,8.3,288.582,3.7,59.9,343.786,0.33,83.1,131202,77540,48.021,16.9
2022-05-01,303.3,2022,5,65733.66666666667,207120800.0,8.2,291.299,3.6,60.1,353.015,0.77,83.1,131202,77540,48.021,16.9
2022-06-01,304.03,2022,6,65836.33333333333,207374000.0,9.7,295.072,3.6,59.9,349.8,1.21,83.1,131202,77540,48.021,16.9
2022-07-01,303.10900000000004,2022,7,65939.0,207486300.0,10.6,294.94,3.5,59.9,346.79,1.68,83.1,131202,77540,48.021,16.9
2022-08-01,300.995,2022,8,66073.0,207441900.0,8.7,295.162,3.6,60.1,342.753,2.33,83.1,131202,77540,48.021,16.9
2022-09-01,299.014,2022,9,66207.0,207518300.0,10.1,296.421,3.5,60.1,336.464,2.56,83.1,131202,77540,48.021,16.9
2022-10-01,298.77,2022,10,66341.0,207577400.0,9.7,297.979,3.6,60.0,333.796,3.08,83.1,131202,77540,48.021,16.9
2022-11-01,298.574,2022,11,66451.66666666667,207627300.0,9.2,298.708,3.6,59.9,330.369,3.78,83.1,131202,77540,48.021,16.9
2022-12-01,297.893,2022,12,66562.33333333333,207658500.0,8.7,298.808,3.5,60.1,326.449,4.1,83.1,131202,77540,48.021,16.9
2023-01-01,297.677,2023,1,66673.0,208262400.0,8.1,300.456,3.5,60.2,327.338,4.33,83.3,131434,80610,53.573,17.4
2023-02-01,298.093,2023,2,66763.66666666667,208262400.0,8.2,301.476,3.6,60.3,330.532,4.57,83.3,131434,80610,53.573,17.4
2023-03-01,299.072,2023,3,66854.33333333333,208262400.0,7.9,301.643,3.5,60.4,331.729,4.65,83.3,131434,80610,53.573,17.4
2023-04-01,300.269,2023,4,66945.0,208262400.0,7.7,302.858,3.4,60.4,333.366,4.83,83.3,131434,80610,53.573,17.4
2023-05-01,302.14,2023,5,67129.66666666667,208262400.0,6.9,303.316,3.6,60.3,337.473,5.06,83.3,131434,80610,53.573,17.4
2023-06-01,304.038,2023,6,67314.33333333333,208262400.0,7.7,304.099,3.6,60.3,337.336,5.08,83.3,131434,80610,53.573,17.4
2023-07-01,306.243,2023,7,67499.0,208262400.0,7.3,304.615,3.5,60.4,334.512,5.12,83.3,131434,80610,53.573,17.4
2023-08-01,309.045,2023,8,67618.66666666667,208262400.0,8.0,306.138,3.7,60.4,333.794,5.33,83.3,131434,80610,53.573,17.4
2023-09-01,311.176,2023,9,67738.33333333333,208262400.0,7.7,307.374,3.8,60.4,332.098,5.33,83.3,131434,80610,53.573,17.4
2023-10-01,313.262,2023,10,67858.0,208262400.0,7.8,307.653,3.9,60.2,328.743,5.33,83.3,131434,80610,53.573,17.4
2023-11-01,314.268,2023,11,67858.0,208262400.0,8.8,308.087,3.7,60.4,326.844,5.33,83.3,131434,80610,53.573,17.4
2023-12-01,315.075,2023,12,67858.0,208262400.0,8.4,308.735,3.8,60.1,327.644,5.33,83.3,131434,80610,53.573,17.4
